horizon,k_perc,round,wis_adaptive,wis_baseline,wis_flusight,wis_adaptive_baseline,wis_adaptive_flusight
0,5,6,102.20275883428288,322.9998384749066,162.26473709035287,0.31641736824652583,0.629851936205794
0,5,7,96.96809140995852,401.42773288124147,197.62161419803783,0.24155802767778775,0.4906755356870337
0,5,8,109.25336090233284,422.4832205056832,162.14617510424785,0.25859810662199584,0.6737954862770652
0,5,9,169.35204515910846,350.56639130434775,221.68506396998887,0.4830812347099291,0.7639307859822025
0,5,10,372.0511927704954,600.1368260869563,370.4199153614316,0.6199439471101335,1.0044038598936347
0,5,11,451.1467157712257,586.394652173913,299.84234524175196,0.7693568044979792,1.5046130839441056
0,5,12,437.02521507329226,649.8439565217388,285.2654661311482,0.6725079316155381,1.5319948152166933
0,5,13,628.1111688981094,1163.8673894804163,646.890047959443,0.5396758896892164,0.9709705240935923
0,5,14,605.4890291092136,1085.6129999999998,477.5339201667119,0.5577392948584935,1.2679497801911774
0,5,15,923.4127069444453,2106.162695652174,1261.8196230087588,0.4384337016559446,0.7318103872426744
0,5,16,1881.2172585278017,4396.740869565217,2633.953744048019,0.42786630241273027,0.7142180316487386
0,5,17,2901.5044714137084,4968.583043478266,2244.572284450723,0.5839702076072185,1.2926758881920994
0,5,18,3661.930588861871,1640.1384473931694,3342.5761795710728,2.2326960231205675,1.0955414004451436
0,5,19,4361.186749479339,3349.9286956521746,2910.183803363181,1.3018745011318187,1.498594949377181
0,5,20,3133.955581483268,2217.00347826087,1163.6140415431237,1.41359975850904,2.69329474344189
0,5,21,1476.9063338793003,399.87295652173884,1123.7951187984381,3.6934389030107098,1.3142131596535218
0,5,22,1975.2844309259578,833.5344347826087,,2.3697694402284952,
0,5,23,1946.6260743066623,398.08175410449724,956.6009717096115,4.8900158176947475,2.034940515299399
0,5,24,1045.8544808628274,427.801130434782,848.5044947431538,2.444721171727402,1.2325856696603739
0,5,25,881.5515873587436,371.66895652173883,747.2539042610791,2.3718730657753544,1.17972162116766
0,5,26,1068.1552306806748,622.8434782608689,1174.681714732883,1.714965746551967,0.9093145975491482
0,5,27,734.4921265341914,1053.14852173913,694.8328779448387,0.6974250178135165,1.0570773920581533
0,5,28,691.1190420670617,1464.75472278201,741.5419898048693,0.47183260877590394,0.9320025724354787
0,5,29,516.5935425274413,1107.7787826086956,560.2569866437112,0.4663327648422017,0.922065328666687
0,5,30,844.8980987751517,519.6662608695648,499.00110421743375,1.62584751482879,1.6931788159069834
0,5,31,796.6780410885166,498.40052173912994,420.75207547931296,1.5984695166621623,1.893461939982009
0,15,6,167.32565090722693,322.9998384749066,162.26473709035287,0.5180363299786177,1.0311892399274405
0,15,7,158.28182151390098,401.42773288124147,197.62161419803783,0.3942971761762338,0.8009337549246298
0,15,8,172.91927926433254,422.4832205056832,162.14617510424785,0.40929265559318573,1.066440692499582
0,15,9,253.50202398106651,350.56639130434775,221.68506396998887,0.7231212981879549,1.1435232461821827
0,15,10,466.41039768343063,600.1368260869563,370.4199153614316,0.777173433472737,1.2591396367777303
0,15,11,609.3422706417718,586.394652173913,299.84234524175196,1.0391334033876098,2.0322088601277493
0,15,12,645.8173237605168,649.8439565217388,285.2654661311482,0.9938036928391635,2.2639169490765076
0,15,13,830.1317982342603,1163.8673894804163,646.890047959443,0.71325290641991,1.283265681475294
0,15,14,806.5981193891433,1085.6129999999998,477.5339201667119,0.7429886335085739,1.6890907332981746
0,15,15,1069.3364849628804,2106.162695652174,1261.8196230087588,0.5077178924355413,0.8474559005613576
0,15,16,2205.2818573679824,4396.740869565217,2633.953744048019,0.5015719422159299,0.837251550962612
0,15,17,3338.6161285163234,4968.583043478266,2244.572284450723,0.6719453210908032,1.4874175145280863
0,15,18,3090.083904229217,1640.1384473931694,3342.5761795710728,1.8840384536687047,0.9244617738602277
0,15,19,3948.1237375192923,3349.9286956521746,2910.183803363181,1.178569484969488,1.356657862282309
0,15,20,3302.8911335795756,2217.00347826087,1163.6140415431237,1.4897997075631704,2.8384765185537426
0,15,21,2194.0710316391346,399.87295652173884,1123.7951187984381,5.4869202726887965,1.95237636730887
0,15,22,2418.8594513958606,833.5344347826087,,2.9019310426289886,
0,15,23,2126.5054049809974,398.08175410449724,956.6009717096115,5.3418811162663475,2.222980603062282
0,15,24,1677.9011269246275,427.801130434782,848.5044947431538,3.9221521579883305,1.9774805405509794
0,15,25,1465.0087040766355,371.66895652173883,747.2539042610791,3.941703169903961,1.9605233184098343
0,15,26,1491.984605694694,622.8434782608689,1174.681714732883,2.395440680956762,1.2701181834893585
0,15,27,1224.9433247201998,1053.14852173913,694.8328779448387,1.1631249528768974,1.762932301567695
0,15,28,1031.3774873817956,1464.75472278201,741.5419898048693,0.7041298255197972,1.3908551391043873
0,15,29,769.8794031470153,1107.7787826086956,560.2569866437112,0.6949757616173466,1.3741540426993568
0,15,30,974.8285611166664,519.6662608695648,499.00110421743375,1.875874257230924,1.9535599277790305
0,15,31,1098.396867030043,498.40052173912994,420.75207547931296,2.2038437343469712,2.6105560282234372
0,25,6,222.70407818090564,322.9998384749066,162.26473709035287,0.6894866549544953,1.3724736635594381
0,25,7,203.73922581351846,401.42773288124147,197.62161419803783,0.5075364981666395,1.030956186853884
0,25,8,238.1450000491726,422.4832205056832,162.14617510424785,0.5636791912448724,1.46870562870856
0,25,9,320.2168791575095,350.56639130434775,221.68506396998887,0.9134272055175705,1.4444675406768026
0,25,10,522.7651947471988,600.1368260869563,370.4199153614316,0.8710766812224472,1.4112772371785645
0,25,11,690.8514364035657,586.394652173913,299.84234524175196,1.1781339305234197,2.3040489356050005
0,25,12,744.8008608257832,649.8439565217388,285.2654661311482,1.1461226242870626,2.610904400476459
0,25,13,923.1047085830509,1163.8673894804163,646.890047959443,0.7931356415056454,1.426988576335194
0,25,14,980.5388473901845,1085.6129999999998,477.5339201667119,0.9032121459398373,2.0533386341390547
0,25,15,1311.5026784549655,2106.162695652174,1261.8196230087588,0.6226977057196705,1.0393741344168823
0,25,16,2685.505993006139,4396.740869565217,2633.953744048019,0.6107946937686374,1.0195721922127954
0,25,17,4111.977949477998,4968.583043478266,2244.572284450723,0.8275956975048162,1.8319650375992473
0,25,18,3129.2514045041257,1640.1384473931694,3342.5761795710728,1.9079190598072666,0.9361795323108174
0,25,19,3453.017080371351,3349.9286956521746,2910.183803363181,1.0307733071611265,1.1865288633593656
0,25,20,3270.178003850019,2217.00347826087,1163.6140415431237,1.4750441467125315,2.8103631333919634
0,25,21,2539.9874113207916,399.87295652173884,1123.7951187984381,6.351985974282076,2.260187260856362
0,25,22,2569.9250078939963,833.5344347826087,,3.0831659744978017,
0,25,23,2385.733041267621,398.08175410449724,956.6009717096115,5.99307307272707,2.493968866667471
0,25,24,2068.4082309062806,427.801130434782,848.5044947431538,4.8349760759260265,2.437710399557043
0,25,25,1904.536657025997,371.66895652173883,747.2539042610791,5.124282304472209,2.5487142270729186
0,25,26,1935.8410513116455,622.8434782608689,1174.681714732883,3.1080698745003907,1.6479707030698496
0,25,27,1656.1645188045493,1053.14852173913,694.8328779448387,1.5725840036974283,2.383543685645843
0,25,28,1310.1480456146426,1464.75472278201,741.5419898048693,0.8944487600806482,1.7667887505054127
0,25,29,964.4870036894653,1107.7787826086956,560.2569866437112,0.8706494643435992,1.7215082126281798
0,25,30,1026.3489581637896,519.6662608695648,499.00110421743375,1.975015573353532,2.05680698797927
0,25,31,1118.584306917946,498.40052173912994,420.75207547931296,2.244348186102881,2.6585354466610185
0,50,6,293.5235187540895,322.9998384749066,162.26473709035287,0.9087419985719061,1.8089174765719345
0,50,7,343.83715281905495,401.42773288124147,197.62161419803783,0.8565356218693935,1.7398762489334472
0,50,8,411.4386394167097,422.4832205056832,162.14617510424785,0.9738579414449787,2.5374551027934236
0,50,9,463.9250981431053,350.56639130434775,221.68506396998887,1.3233587407423322,2.0927214934331806
0,50,10,636.7514445877133,600.1368260869563,370.4199153614316,1.0610104511324419,1.7189989473606266
0,50,11,845.7242712403331,586.394652173913,299.84234524175196,1.4422441748147257,2.8205631548087595
0,50,12,1012.4400950137133,649.8439565217388,285.2654661311482,1.5579741641866678,3.5491155264768475
0,50,13,1366.477311494968,1163.8673894804163,646.890047959443,1.1740833396019479,2.1123795547719415
0,50,14,1630.7327541351344,1085.6129999999998,477.5339201667119,1.5021308275924612,3.4149045445103234
0,50,15,2330.5926012800924,2106.162695652174,1261.8196230087588,1.10655867473639,1.8470093179585263
0,50,16,4280.998261401165,4396.740869565217,2633.953744048019,0.9736753628203936,1.6253126202671535
0,50,17,6169.986405202087,4968.583043478266,2244.572284450723,1.2417999963391528,2.748847273908118
0,50,18,4165.3549764156505,1640.1384473931694,3342.5761795710728,2.5396362014658287,1.2461510980282755
0,50,19,3342.3489079160063,3349.9286956521746,2910.183803363181,0.9977373286344853,1.1485009654900111
0,50,20,3305.6118858860004,2217.00347826087,1163.6140415431237,1.4910269281485702,2.8408147099207155
0,50,21,2946.2704097431388,399.87295652173884,1123.7951187984381,7.368016170363266,2.6217149019950288
0,50,22,3084.9137855455747,833.5344347826087,,3.7010034100752423,
0,50,23,3091.406155490849,398.08175410449724,956.6009717096115,7.765756967297096,3.231656925840219
0,50,24,2821.8637002690866,427.801130434782,848.5044947431538,6.596204403202899,3.325690927687163
0,50,25,2663.0923022939774,371.66895652173883,747.2539042610791,7.165226623220048,3.5638385923555287
0,50,26,2581.390057796386,622.8434782608689,1174.681714732883,4.144524503980129,2.197522976156466
0,50,27,2197.5328376781754,1053.14852173913,694.8328779448387,2.0866314601564953,3.162678260386856
0,50,28,1745.9450811154554,1464.75472278201,741.5419898048693,1.1919709518323862,2.3544790519211007
0,50,29,1393.4020297941972,1107.7787826086956,560.2569866437112,1.257834191870773,2.4870765791633307
0,50,30,1375.4413457893645,519.6662608695648,499.00110421743375,2.6467782293347644,2.7563893830383837
0,50,31,1344.8634699645027,498.40052173912994,420.75207547931296,2.6983588726426406,3.196332349477918
0,75,6,372.70520468284167,322.9998384749066,162.26473709035287,1.1538866596423905,2.2968958713149767
0,75,7,404.572739841581,401.42773288124147,197.62161419803783,1.0078345532775383,2.0472089628625145
0,75,8,451.367097421616,422.4832205056832,162.14617510424785,1.068366920895369,2.7837048708143795
0,75,9,555.0993804695655,350.56639130434775,221.68506396998887,1.5834358176898093,2.503999911084282
0,75,10,778.2728815068897,600.1368260869563,370.4199153614316,1.2968257365264944,2.1010557187442305
0,75,11,1110.268137005638,586.394652173913,299.84234524175196,1.8933803930332478,3.7028396910065164
0,75,12,1459.5933718073932,649.8439565217388,285.2654661311482,2.2460674707506745,5.116614329812914
0,75,13,1860.661962950418,1163.8673894804163,646.890047959443,1.598688974163174,2.8763187327115487
0,75,14,2182.961755838492,1085.6129999999998,477.5339201667119,2.0108102572818236,4.57132292314732
0,75,15,2733.9688598399075,2106.162695652174,1261.8196230087588,1.2980805639961888,2.166687543914452
0,75,16,4216.354720552915,4396.740869565217,2633.953744048019,0.9589727586037747,1.6007702223627385
0,75,17,6449.674303076226,4968.583043478266,2244.572284450723,1.2980912760514354,2.8734535963739516
0,75,18,5056.52386416805,1640.1384473931694,3342.5761795710728,3.0829859956059638,1.5127624899238392
0,75,19,3964.3091768060976,3349.9286956521746,2910.183803363181,1.1834010622230016,1.3622195176210887
0,75,20,3729.2975599209412,2217.00347826087,1163.6140415431237,1.682134284627461,3.204926570820118
0,75,21,3514.732746281779,399.87295652173884,1123.7951187984381,8.789623526568,3.1275565158529357
0,75,22,3527.590388617118,833.5344347826087,,4.232087171704114,
0,75,23,3627.662483002548,398.08175410449724,956.6009717096115,9.112857963468176,3.7922421054196582
0,75,24,3445.1523667382967,427.801130434782,848.5044947431538,8.053163307999972,4.0602641330511275
0,75,25,3251.7836329015913,371.66895652173883,747.2539042610791,8.749139727281461,4.351644888516324
0,75,26,3183.1702649403355,622.8434782608689,1174.681714732883,5.110706583664526,2.709815114185355
0,75,27,2750.181342342469,1053.14852173913,694.8328779448387,2.6113898330322134,3.9580472220556033
0,75,28,2237.07947862053,1464.75472278201,741.5419898048693,1.527272412115281,3.0167940715119843
0,75,29,1825.4438519256225,1107.7787826086956,560.2569866437112,1.647841501014224,3.2582259488831538
0,75,30,1792.9894630403978,519.6662608695648,499.00110421743375,3.450271064433091,3.5931573054377934
0,75,31,1765.8092557196928,498.40052173912994,420.75207547931296,3.542952261683111,4.196792740019442
1,5,6,185.21157543143758,520.5568409610178,231.8059662146802,0.3557951041225626,0.7989939968150318
1,5,7,132.4236533054418,560.9809322958447,228.14871635357642,0.23605731617916292,0.5804269049676201
1,5,8,217.32614102529323,691.9312117551608,287.45780879346677,0.3140863388342046,0.7560279608943868
1,5,9,442.00704535657394,880.2303595744651,532.6219923115964,0.502149284614832,0.8298700612009078
1,5,10,646.4563699944226,1114.2361024440675,720.3695233773649,0.5801789841277141,0.8973955019135048
1,5,11,604.1881831653056,1170.307373585475,593.4318636468392,0.5162645274243228,1.0181256184195524
1,5,12,802.4798400386735,1713.3692665996223,740.2705825329767,0.46836362463258535,1.0840358363192495
1,5,13,871.8652014381668,2186.719736457364,1162.8048699256306,0.3987091655607628,0.7497949346341563
1,5,14,1169.2748120370325,3170.312190908866,1514.1134727392955,0.36882008509762076,0.7722504509002289
1,5,15,2396.554493648531,6542.263589740685,4588.217045536985,0.36631885291303634,0.5223280568166864
1,5,16,4073.028654204336,9705.903657914407,6076.875694374864,0.419644455349925,0.670250447606586
1,5,17,3889.0093567454337,2863.1929267323144,1897.3635162876478,1.358277090040124,2.0496912285710063
1,5,18,7140.525558805927,4355.786859105548,7428.703034987059,1.639319321577691,0.9612075654627869
1,5,19,5908.342653602636,5160.994651610864,4516.386675376185,1.144806970834296,1.3082012410087784
1,5,20,4189.2567691513905,2378.5405301674746,1358.2555268821854,1.761271971622204,3.084292083660901
1,5,21,3081.5359533195633,1194.6996534013158,1483.8952157441722,2.5793394553571813,2.0766533382036516
1,5,22,3422.6707327036306,1113.9026034442954,,3.072684022930191,
1,5,23,2121.938207467876,713.3748910993457,1354.8413570203672,2.9745064396615715,1.5661894261439917
1,5,24,1187.5575135031818,772.2561432892588,1124.2523707919272,1.5377767128469009,1.0563086584079535
1,5,25,1085.1517193474301,582.3832919137885,1111.366545178697,1.863294731175199,0.9764120793945154
1,5,26,904.7288895124786,828.9084674564128,1015.2522650579159,1.091470198499393,0.891137031308044
1,5,27,782.3216253258146,2350.082109375877,1238.0002494126047,0.33289118801622625,0.6319236411277005
1,5,28,701.5200490251493,2408.823611929597,1158.1427060492747,0.2912293144051316,0.6057285042343498
1,5,29,909.4379135141241,1442.097515769506,687.8665925748102,0.630635517757512,1.3221137984182836
1,5,30,1074.880049830944,925.1141400805311,648.4386234039329,1.1618891153662139,1.6576434700765308
1,5,31,680.1142353640645,1184.0757756429734,611.6185305056476,0.5743840464895508,1.1119908921035941
1,15,6,258.6258995071545,520.5568409610178,231.8059662146802,0.49682547448554587,1.115699926668996
1,15,7,204.7236547086203,560.9809322958447,228.14871635357642,0.36493870454879407,0.8973254725279592
1,15,8,282.404175252226,691.9312117551608,287.45780879346677,0.408139090207936,0.9824195642398719
1,15,9,537.4218139058712,880.2303595744651,532.6219923115964,0.6105467825100696,1.009011684953983
1,15,10,781.6192646128792,1114.2361024440675,720.3695233773649,0.7014844186958258,1.0850254477012746
1,15,11,806.2729816481518,1170.307373585475,593.4318636468392,0.6889412130917114,1.3586614252449
1,15,12,1026.1700691103674,1713.3692665996223,740.2705825329767,0.5989193859808863,1.386209439255483
1,15,13,1102.4850149542608,2186.719736457364,1162.8048699256306,0.5041729841156335,0.9481255569773906
1,15,14,1377.5925500644303,3170.312190908866,1514.1134727392955,0.43452898866388984,0.909834417873665
1,15,15,2627.0651477083293,6542.263589740685,4588.217045536985,0.4015529352605094,0.572567758158631
1,15,16,4213.6178459917655,9705.903657914407,6076.875694374864,0.4341293705873424,0.6933855582881436
1,15,17,3441.004238252101,2863.1929267323144,1897.3635162876478,1.201806628580641,1.813571415658248
1,15,18,5296.071547341893,4355.786859105548,7428.703034987059,1.2158702247495716,0.7129200780269337
1,15,19,5699.210603363465,5160.994651610864,4516.386675376185,1.1042853147667209,1.2618960715733578
1,15,20,4186.69156633603,2378.5405301674746,1358.2555268821854,1.7601934939663366,3.0824034826100744
1,15,21,3672.1486876388217,1194.6996534013158,1483.8952157441722,3.073700303824644,2.4746684595227584
1,15,22,3471.911516546397,1113.9026034442954,,3.1168896686397067,
1,15,23,2411.2925780261726,713.3748910993457,1354.8413570203672,3.3801197772888423,1.779760091859909
1,15,24,1933.6667661837228,772.2561432892588,1124.2523707919272,2.5039189173007874,1.7199579172972002
1,15,25,1710.956962079839,582.3832919137885,1111.366545178697,2.937853791198934,1.5395073475103875
1,15,26,1505.217578452052,828.9084674564128,1015.2522650579159,1.815903248124561,1.4826045016173253
1,15,27,1265.2087195863346,2350.082109375877,1238.0002494126047,0.538367878525888,1.021977758232795
1,15,28,991.3857699514622,2408.823611929597,1158.1427060492747,0.41156428600320344,0.8560134815625065
1,15,29,1036.8603942849406,1442.097515769506,687.8665925748102,0.7189946469963024,1.507356812319934
1,15,30,1194.0441828345997,925.1141400805311,648.4386234039329,1.29069931060686,1.8414143447633469
1,15,31,927.0261233685127,1184.0757756429734,611.6185305056476,0.7829111467677156,1.515693323748883
1,25,6,318.82261286986966,520.5568409610178,231.8059662146802,0.6124645529223675,1.375385707607722
1,25,7,273.36522497346556,560.9809322958447,228.14871635357642,0.4872986036347147,1.198188748736216
1,25,8,357.17993927947947,691.9312117551608,287.45780879346677,0.5162072951926141,1.2425473525268078
1,25,9,583.0167754242984,880.2303595744651,532.6219923115964,0.6623456792675836,1.0946164143429133
1,25,10,811.7700510052448,1114.2361024440675,720.3695233773649,0.728544021527066,1.1268800589999417
1,25,11,910.6445680533824,1170.307373585475,593.4318636468392,0.7781242676985254,1.5345393866402184
1,25,12,1113.9922579616502,1713.3692665996223,740.2705825329767,0.6501763978599286,1.5048446936117785
1,25,13,1202.6711988033685,2186.719736457364,1162.8048699256306,0.5499887245503982,1.0342846249691813
1,25,14,1550.378018677026,3170.312190908866,1514.1134727392955,0.4890300782121281,1.0239510093468236
1,25,15,2890.9258291434007,6542.263589740685,4588.217045536985,0.44188464580926307,0.6300760841197431
1,25,16,4626.486121218604,9705.903657914407,6076.875694374864,0.4766672207225204,0.7613264371198458
1,25,17,3484.595675195428,2863.1929267323144,1897.3635162876478,1.2170313927019596,1.8365461574876987
1,25,18,4177.657796643125,4355.786859105548,7428.703034987059,0.9591051931087828,0.5623670480523392
1,25,19,4870.173251099033,5160.994651610864,4516.386675376185,0.9436501255778169,1.07833398713439
1,25,20,4010.7502170874477,2378.5405301674746,1358.2555268821854,1.6862231970480857,2.952868689070564
1,25,21,3738.135237278595,1194.6996534013158,1483.8952157441722,3.128933055798673,2.5191369293578614
1,25,22,3458.3285715392226,1113.9026034442954,,3.104695653682587,
1,25,23,2738.11692252351,713.3748910993457,1354.8413570203672,3.838258055738319,2.0209871128715093
1,25,24,2371.581332831177,772.2561432892588,1124.2523707919272,3.070977619847654,2.1094741665171024
1,25,25,2135.2875587596172,582.3832919137885,1111.366545178697,3.6664643172416227,1.9213171100235735
1,25,26,1980.2831288079867,828.9084674564128,1015.2522650579159,2.389025093306961,1.9505330812485504
1,25,27,1616.1281420282621,2350.082109375877,1238.0002494126047,0.6876900749895354,1.3054344236158824
1,25,28,1224.3265071577418,2408.823611929597,1158.1427060492747,0.5082673970374239,1.057146499099612
1,25,29,1166.9281627216437,1442.097515769506,687.8665925748102,0.8091881096535755,1.6964454667781128
1,25,30,1224.994902515374,925.1141400805311,648.4386234039329,1.3241554197936465,1.8891454924212403
1,25,31,951.0373044907676,1184.0757756429734,611.6185305056476,0.8031895627408964,1.554951750242933
1,50,6,405.38934208116206,520.5568409610178,231.8059662146802,0.7787609540060196,1.7488304925927693
1,50,7,464.3035588143758,560.9809322958447,228.14871635357642,0.8276637084868258,2.0350916991126757
1,50,8,634.0380833120693,691.9312117551608,287.45780879346677,0.9163310926584174,2.2056735420522675
1,50,9,807.8570389768013,880.2303595744651,532.6219923115964,0.9177791133758989,1.5167549418503656
1,50,10,1088.6121774302974,1114.2361024440675,720.3695233773649,0.9770031459602105,1.5111857763311136
1,50,11,1302.1021518493576,1170.307373585475,593.4318636468392,1.1126155241251727,2.194189816245289
1,50,12,1541.9856593235618,1713.3692665996223,740.2705825329767,0.899972755075623,2.0830027502205537
1,50,13,1738.129194790946,2186.719736457364,1162.8048699256306,0.7948568651997602,1.49477288902489
1,50,14,2410.4780894570104,3170.312190908866,1514.1134727392955,0.7603283034299452,1.5920062352368047
1,50,15,4410.058879716955,6542.263589740685,4588.217045536985,0.674087618027594,0.9611705017326225
1,50,16,6744.287699031365,9705.903657914407,6076.875694374864,0.6948644800870164,1.1098281482496506
1,50,17,4731.981583691171,2863.1929267323144,1897.3635162876478,1.6526939346318013,2.493977323306866
1,50,18,3596.488305269141,4355.786859105548,7428.703034987059,0.8256805077022692,0.4841340794389967
1,50,19,3924.9080073404257,5160.994651610864,4516.386675376185,0.7604944923001175,0.8690371948751503
1,50,20,3650.3823669029844,2378.5405301674746,1358.2555268821854,1.5347152258305048,2.687552006714284
1,50,21,3605.6028175445026,1194.6996534013158,1483.8952157441722,3.0179993835934695,2.429823062497237
1,50,22,3565.9752220791756,1113.9026034442954,,3.201334848354634,
1,50,23,3244.928674521171,713.3748910993457,1354.8413570203672,4.548700430878044,2.3950617226931836
1,50,24,2952.8440049240185,772.2561432892588,1124.2523707919272,3.8236588087820382,2.626495688725144
1,50,25,2839.8607145550272,582.3832919137885,1111.366545178697,4.876274360864422,2.555287206435034
1,50,26,2479.031716641354,828.9084674564128,1015.2522650579159,2.9907182927549365,2.441788905046112
1,50,27,1945.7119782670811,2350.082109375877,1238.0002494126047,0.8279336158104764,1.571657177928894
1,50,28,1508.5641164508952,2408.823611929597,1158.1427060492747,0.626265912115688,1.3025718752717435
1,50,29,1450.971683757941,1442.097515769506,687.8665925748102,1.0061536531970932,2.1093794922162004
1,50,30,1442.0506755263627,925.1141400805311,648.4386234039329,1.55878135794231,2.223881526298386
1,50,31,1109.4270074719104,1184.0757756429734,611.6185305056476,0.9369560887008879,1.8139198734785
1,75,6,464.25801038129936,520.5568409610178,231.8059662146802,0.8918488315785396,2.002787149798123
1,75,7,519.1462418961497,560.9809322958447,228.14871635357642,0.925425824673783,2.275472990571624
1,75,8,642.3381831503168,691.9312117551608,287.45780879346677,0.9283266490045365,2.234547691873019
1,75,9,862.4470338388064,880.2303595744651,532.6219923115964,0.979796963894479,1.6192478836552708
1,75,10,1243.0861704498366,1114.2361024440675,720.3695233773649,1.1156398250991308,1.7256229339378188
1,75,11,1704.7943041509993,1170.307373585475,593.4318636468392,1.4567064539019476,2.8727717680585307
1,75,12,2158.883036330685,1713.3692665996223,740.2705825329767,1.2600220386906065,2.91634314164377
1,75,13,2453.163261368058,2186.719736457364,1162.8048699256306,1.1218462158037459,2.109694691530622
1,75,14,2903.313724192613,3170.312190908866,1514.1134727392955,0.9157816484187603,1.917500753057835
1,75,15,4304.219393033013,6542.263589740685,4588.217045536985,0.6579098096540649,0.9381028295554981
1,75,16,6530.310430051284,9705.903657914407,6076.875694374864,0.6728183856148547,1.0746164243734897
1,75,17,5207.053766563007,2863.1929267323144,1897.3635162876478,1.818617850703368,2.744362754877383
1,75,18,4055.1480078227682,4355.786859105548,7428.703034987059,0.9309794393051374,0.5458756378770541
1,75,19,3906.811961524199,5160.994651610864,4516.386675376185,0.7569881825598859,0.8650304418850026
1,75,20,3858.592503185612,2378.5405301674746,1358.2555268821854,1.622252155994973,2.8408443233379197
1,75,21,3767.221937370162,1194.6996534013158,1483.8952157441722,3.153279509745284,2.5387385156309055
1,75,22,3815.922915357469,1113.9026034442954,,3.425724029693676,
1,75,23,3674.3040081902213,713.3748910993457,1354.8413570203672,5.15059340331973,2.7119809925723914
1,75,24,3493.2198751239216,772.2561432892588,1124.2523707919272,4.5233953856881,3.1071492183407945
1,75,25,3327.2508575451807,582.3832919137885,1111.366545178697,5.713163313135915,2.9938375165055837
1,75,26,2925.5094106009215,828.9084674564128,1015.2522650579159,3.529351581578283,2.881559107316085
1,75,27,2334.179487307155,2350.082109375877,1238.0002494126047,0.9932331632136269,1.8854434709642873
1,75,28,1883.865465731913,2408.823611929597,1158.1427060492747,0.7820686647217127,1.6266263698696226
1,75,29,1843.6782117015455,1442.097515769506,687.8665925748102,1.2784698618094181,2.680284566227183
1,75,30,1812.0611530981876,925.1141400805311,648.4386234039329,1.958743331866539,2.794499105537391
